,u,w,lap,m,k,fsq,t,vol
889,-11783.806,1395.5555,1870162.6,2048.0,2127.5366,1292370.6,4450.0,2146.1614
890,-11712.304,1246.5691,1847113.8,2048.0,2121.1096,1281724.6,4455.0,2159.4417
891,-11746.143,1518.2184,1878834.4,2048.0,2136.3594,1312288.5,4460.0,2148.7878
892,-11682.536,1257.5194,1846017.6,2048.0,2198.0483,1368697.5,4465.0,2162.2305
893,-11663.309,1277.4031,1844886.8,2048.0,2171.1726,1294243.2,4470.0,2164.9282
894,-11700.323,1437.0327,1865763.8,2048.0,2272.4614,1288382.4,4475.0,2156.0244
895,-11612.607,955.1041,1807187.6,2048.0,2219.17,1276366.4,4480.0,2176.3752
896,-11625.666,1051.8982,1818614.8,2048.0,2256.1055,1312099.4,4485.0,2172.8904
897,-11645.989,1561.357,1871112.6,2048.0,2238.741,1276118.5,4490.0,2162.3926
898,-11555.618,1718.8384,1881196.8,2048.0,2239.8845,1459582.0,4495.0,2166.613
899,-11571.826,1269.2402,1835788.8,2048.0,2202.6316,1333431.8,4500.0,2174.5044
900,-11614.089,1287.8477,1842996.9,2048.0,2166.7056,1355337.4,4505.0,2168.861
901,-11605.973,1072.0497,1819771.5,2048.0,2148.997,1344064.4,4510.0,2174.478
902,-11684.635,1654.2373,1886443.9,2048.0,2198.2788,1392742.1,4515.0,2154.3145
903,-11626.967,896.9994,1801441.2,2048.0,2118.443,1251249.4,4520.0,2176.9177
904,-11668.691,1398.0607,1860038.6,2048.0,2143.7854,1388262.6,4525.0,2160.4924
905,-11737.978,1562.8607,1883766.6,2048.0,2215.59,1361205.9,4530.0,2149.469
906,-11676.762,1374.6838,1856295.9,2048.0,2183.0232,1336902.5,4535.0,2160.7927
907,-11706.008,1858.0138,1909616.9,2048.0,2186.3337,1344381.4,4540.0,2147.2278
908,-11748.896,1030.5996,1828273.6,2048.0,2159.9531,1271479.6,4545.0,2159.328
909,-11669.18,1423.6877,1860586.4,2048.0,2091.3271,1304113.6,4550.0,2160.3184
910,-11670.021,1417.191,1861072.9,2048.0,2120.5508,1324366.4,4555.0,2160.1633
911,-11762.736,1308.3351,1859865.9,2048.0,2102.075,1327002.1,4560.0,2152.0042
912,-11716.617,1281.0038,1851412.2,2048.0,2087.2517,1303697.0,4565.0,2157.5068
913,-11725.055,837.2692,1806747.6,2048.0,2145.8901,1250238.9,4570.0,2166.357
914,-11653.267,1382.3778,1854309.0,2048.0,2144.0464,1292928.5,4575.0,2163.3687
915,-11742.691,586.05664,1782978.1,2048.0,2110.742,1205465.6,4580.0,2168.539
916,-11705.473,1358.6439,1857926.0,2048.0,2136.9517,1278977.0,4585.0,2156.4946
917,-11640.405,1467.6758,1863390.9,2048.0,2110.3418,1350200.0,4590.0,2161.498
918,-11637.132,896.3179,1803474.0,2048.0,2160.158,1230720.2,4595.0,2174.5603
919,-11696.04,841.1411,1804178.0,2048.0,2157.018,1272508.9,4600.0,2170.1438
920,-11688.509,1339.781,1855684.2,2048.0,2189.6638,1308349.1,4605.0,2159.0947
921,-11650.943,1518.786,1869313.4,2048.0,2144.1262,1399382.9,4610.0,2159.975
922,-11598.1045,1396.7615,1852225.8,2048.0,2210.144,1375179.8,4615.0,2168.4072
923,-11600.619,1077.1315,1818599.9,2048.0,2154.6091,1281595.6,4620.0,2176.2285
924,-11626.722,1354.9812,1849687.8,2048.0,2206.8335,1328500.8,4625.0,2166.3147
925,-11654.466,1130.697,1830357.2,2048.0,2228.8894,1330746.4,4630.0,2168.2297
926,-11663.735,1319.8131,1849120.2,2048.0,2220.373,1270910.1,4635.0,2162.7969
927,-11670.653,1432.0171,1861542.1,2048.0,2140.3613,1306537.8,4640.0,2160.8208
928,-11724.953,1495.102,1873788.8,2048.0,2167.0342,1314772.4,4645.0,2152.7354
929,-11698.061,1128.9233,1833620.6,2048.0,2171.008,1262012.9,4650.0,2163.3467
930,-11722.521,1147.8281,1837717.9,2048.0,2145.383,1239091.4,4655.0,2159.3853
931,-11642.541,1198.1415,1834953.4,2048.0,2121.2366,1287622.9,4660.0,2168.5269
932,-11701.781,1982.6919,1920836.8,2048.0,2122.8499,1352313.0,4665.0,2144.9182
933,-11704.895,1354.1442,1857668.4,2048.0,2166.996,1298774.2,4670.0,2156.459
934,-11616.794,1269.3207,1838724.2,2048.0,2096.4673,1286994.8,4675.0,2170.0632
935,-11640.324,1603.9305,1875450.2,2048.0,2122.4414,1310016.9,4680.0,2160.0488
936,-11674.528,1345.395,1854102.8,2048.0,2157.3962,1319565.6,4685.0,2160.5234
937,-11720.824,1349.3363,1857888.8,2048.0,2135.072,1235411.5,4690.0,2155.1436
938,-11737.778,1393.8285,1864305.2,2048.0,2187.5586,1303018.9,4695.0,2153.5266
939,-11695.913,1113.291,1832756.4,2048.0,2136.7583,1291778.4,4700.0,2162.7693
940,-11686.398,1817.9758,1903315.5,2048.0,2158.146,1383279.5,4705.0,2150.1963
941,-11693.228,918.77563,1811262.5,2048.0,2202.8892,1217004.4,4710.0,2168.0798
942,-11747.638,1207.9917,1846325.2,2048.0,2218.6975,1252013.4,4715.0,2156.4836
943,-11678.176,1513.8597,1871831.8,2048.0,2148.0598,1384988.1,4720.0,2156.8882
944,-11664.789,1508.0333,1869874.4,2048.0,2111.2207,1338656.2,4725.0,2158.8892
945,-11743.643,1421.8907,1867728.1,2048.0,2192.164,1268033.8,4730.0,2151.9946
946,-11722.177,1338.4711,1856832.9,2048.0,2135.3447,1267557.8,4735.0,2156.017
947,-11744.443,1345.279,1860742.5,2048.0,2121.672,1308767.1,4740.0,2153.321
948,-11713.718,1526.4875,1876162.8,2048.0,2084.271,1292987.0,4745.0,2152.8647
949,-11693.673,1366.9537,1857351.9,2048.0,2146.1409,1291172.5,4750.0,2157.4363
950,-11754.2,1458.9873,1873576.5,2048.0,2196.982,1322530.1,4755.0,2149.7063
951,-11711.139,1243.157,1845762.5,2048.0,2100.4417,1240243.9,4760.0,2159.0085
952,-11676.437,1326.7375,1852133.4,2048.0,2164.244,1283317.8,4765.0,2160.9395
953,-11655.224,1077.6956,1823886.1,2048.0,2080.39,1278927.8,4770.0,2169.8171
954,-11695.061,1049.2236,1825367.8,2048.0,2134.8171,1261056.0,4775.0,2164.3567
955,-11701.2705,1178.984,1839326.6,2048.0,2088.2346,1262402.5,4780.0,2161.8923
956,-11785.855,1176.5416,1847239.6,2048.0,2145.7622,1229964.2,4785.0,2151.1616
957,-11745.821,1195.2727,1845975.2,2048.0,2140.704,1248631.9,4790.0,2156.2593
958,-11752.171,1834.4602,1910399.8,2048.0,2227.1182,1325994.2,4795.0,2143.1033
959,-11693.511,1373.2113,1858219.0,2048.0,2200.148,1303439.5,4800.0,2158.533
960,-11648.229,851.80597,1799756.1,2048.0,2161.0254,1259914.1,4805.0,2175.0706
961,-11727.089,1499.0785,1875445.8,2048.0,2224.2158,1342299.2,4810.0,2152.3467
962,-11703.809,1966.6517,1920799.9,2048.0,2165.4172,1394677.1,4815.0,2144.0005
963,-11684.189,1976.5121,1918659.5,2048.0,2167.0012,1359616.5,4820.0,2147.0115
964,-11713.235,1247.175,1846556.4,2048.0,2205.9065,1271964.8,4825.0,2160.3262
965,-11666.391,1256.964,1844007.4,2048.0,2184.4014,1305795.2,4830.0,2164.2136
966,-11643.26,1368.3109,1851573.9,2048.0,2174.6433,1278044.9,4835.0,2165.457
967,-11621.893,1921.1498,1909307.8,2048.0,2181.4866,1437033.2,4840.0,2154.323
968,-11633.506,1260.3448,1840666.1,2048.0,2170.5803,1297245.5,4845.0,2166.9775
969,-11685.564,1376.944,1856186.0,2048.0,2219.4905,1244050.9,4850.0,2160.0425
970,-11655.721,1405.1062,1857154.2,2048.0,2217.8215,1317887.1,4855.0,2162.196
971,-11630.571,687.9636,1780952.2,2048.0,2155.3855,1234049.6,4860.0,2180.3418
972,-11651.137,1145.8038,1830045.6,2048.0,2135.4849,1238874.6,4865.0,2168.8098
973,-11702.512,1065.2797,1828581.0,2048.0,2089.1013,1236767.4,4870.0,2162.3787
974,-11686.914,1246.9436,1843804.8,2048.0,2150.376,1267373.5,4875.0,2162.941
975,-11606.681,617.89465,1770581.0,2048.0,2093.6414,1201503.0,4880.0,2185.3252
976,-11613.801,1353.7465,1847775.0,2048.0,2069.1829,1311902.6,4885.0,2168.3196
977,-11687.264,1361.5452,1855672.2,2048.0,2146.7454,1289148.5,4890.0,2160.4036
978,-11729.981,1388.466,1864366.9,2048.0,2109.1155,1313140.1,4895.0,2153.7944
979,-11686.809,949.06396,1813845.4,2048.0,2122.3752,1230118.0,4900.0,2168.8586
980,-11722.734,1184.6008,1841826.9,2048.0,2186.7922,1261036.9,4905.0,2159.0288
981,-11675.133,1469.183,1866053.5,2048.0,2157.158,1300689.2,4910.0,2158.8184
982,-11694.681,1196.8975,1840988.4,2048.0,2204.4202,1311869.1,4915.0,2161.8235
983,-11717.935,1261.1324,1848900.5,2048.0,2217.5618,1269991.6,4920.0,2158.5981
984,-11664.725,986.7438,1814886.5,2048.0,2178.8884,1278797.4,4925.0,2172.061
985,-11718.504,1320.0525,1854650.6,2048.0,2194.6228,1288197.5,4930.0,2157.966
986,-11656.253,1151.4717,1831584.6,2048.0,2151.4744,1277197.6,4935.0,2167.5073
987,-11639.111,1434.9354,1858901.6,2048.0,2154.9666,1335208.9,4940.0,2163.6301
988,-11677.865,1423.18,1862492.9,2048.0,2252.7798,1361678.9,4945.0,2159.2788
989,-11606.715,1570.1921,1869324.0,2048.0,2173.542,1317602.0,4950.0,2164.2346
990,-11683.031,899.60284,1808541.4,2048.0,2192.8232,1256913.9,4955.0,2169.4785
991,-11650.9,1325.7117,1849808.0,2048.0,2157.6223,1306947.9,4960.0,2163.8157
992,-11712.286,1739.2992,1897655.6,2048.0,2150.9448,1365434.4,4965.0,2149.6582
993,-11619.602,1296.9446,1843226.6,2048.0,2139.7036,1386147.5,4970.0,2170.2913
994,-11680.3955,1685.01,1890171.5,2048.0,2242.074,1366084.2,4975.0,2153.3604
995,-11690.39,1225.8181,1843879.6,2048.0,2228.2402,1315989.9,4980.0,2161.0945
996,-11604.025,1165.6981,1828143.1,2048.0,2153.5244,1300204.0,4985.0,2173.3315
997,-11632.639,1723.8135,1888230.8,2048.0,2181.476,1371611.2,4990.0,2158.3835
998,-11649.449,1434.2795,1860288.4,2048.0,2184.8877,1327984.1,4995.0,2162.8037
999,-11618.11,1117.5895,1824487.2,2048.0,2136.8867,1313860.5,5000.0,2171.6082
